horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
1,プリンセッサ,1,先行,先行,0.0,0.0,2,0.22,12.0,11.905,12.0-34.0,0.75,46.524,68.786,54.786,49.009,63.779,61.644,47.121,41.851,55.815,0.029,49.422,46.659,-2.769,0.049,-0.206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.64,0.631,0.044,0.605,1.0,60.543,63.957,61.938,64.869,55.927,49.08,65.0,52.285,0.0,0.0,38.014,54.12,37.1,0.0,4.396,56.0,0.0,74.396,44.219,0.0,0.0,0.0,medium,0.367,0.367,0.0033
2,コパノエビータ,2,先行,先行,0.0,0.0,3,1.0,12.0,11.905,12.0-34.0,0.75,36.367,37.857,55.0,25.607,21.964,54.001,40.0,39.381,47.777,-0.896,45.054,43.635,-0.549,-0.619,-0.641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.616,0.584,0.129,0.535,1.0,53.509,61.562,56.174,50.075,42.397,35.731,65.0,47.388,0.0,0.0,37.159,54.4525,36.3,0.0,12.857,56.0,0.0,91.535,45.473,0.0,0.0,0.0,medium,0.367,0.367,0.0033
3,ネクストダンサー,3,先行,先行,0.0,0.0,4,2.22,12.0,11.905,12.0-34.0,0.75,36.307,46.643,54.2,28.708,23.714,47.553,40.0,37.648,47.345,-0.946,43.216,41.401,-1.369,-0.901,-0.962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.732,0.695,0.143,0.481,1.0,48.117,73.174,59.875,42.527,39.862,38.165,65.0,47.954,0.0,0.0,36.386,48.972500000000004,37.5,0.0,14.286,56.0,0.0,73.073,42.357,0.0,0.0,0.0,medium,0.367,0.367,0.0033
5,ブラックルビー,5,先行,先行,0.0,0.0,5,4.22,12.0,11.905,12.0-34.0,0.75,46.839,72.714,58.771,29.109,54.186,62.653,47.218,40.99,58.121,0.295,48.687,47.878,-0.889,-0.063,-0.031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.784,0.708,0.0,0.631,1.0,63.079,78.397,67.344,48.724,56.076,57.929,65.0,55.737,0.0,0.0,43.027,48.5825,34.6,0.0,0.0,56.0,0.0,59.95,42.661,0.0,0.0,0.0,medium,0.367,0.367,0.0033
6,ユージュアーナ,6,先行,先行,0.0,0.0,6,5.0,12.0,11.905,12.0-34.0,0.75,50.351,64.429,48.0,70.625,77.336,70.08,52.603,42.412,59.65,0.471,52.007,50.68,0.289,0.445,0.372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.598,0.637,0.155,0.697,1.0,69.68,59.792,66.39,79.502,62.809,50.986,65.0,42.519,0.0,0.0,40.979,50.805,37.3,0.0,15.476,56.0,0.0,76.367,48.026,0.0,0.0,0.0,medium,0.367,0.367,0.0033
8,ニシノラヴァンダ,7,先行,先行,0.0,0.0,7,6.0,12.0,11.905,12.0-34.0,0.75,40.711,48.714,58.086,21.468,29.764,66.178,40.0,32.113,49.504,-0.697,41.463,40.616,-0.015,-1.0,-1.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.642,0.628,0.0,0.641,1.0,64.1,64.219,63.392,45.389,49.917,42.981,65.0,23.745,0.0,0.0,38.677,48.5325,35.0,0.0,0.0,56.0,0.0,67.642,38.409,0.0,0.0,0.0,medium,0.367,0.367,0.0033
10,ウインシャーガス,8,先行,先行,0.0,0.0,8,7.0,12.0,11.905,12.0-34.0,0.75,59.5,85.571,53.1,82.477,85.771,74.281,61.943,52.146,68.682,1.0,60.674,62.64,2.87,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.651,0.664,0.374,0.741,1.0,74.071,65.094,69.878,83.557,68.66,61.651,65.0,70.323,0.0,0.0,52.898,48.410000000000004,33.9,0.0,37.411,56.0,0.0,76.077,57.893,0.0,0.0,0.0,medium,0.367,0.367,0.0033
9,タマモカンパネラ,7,差し,差し,0.0,0.0,9,6.22,45.0,11.905,45.0-82.0,0.75,51.366,76.786,51.7,66.264,68.514,79.491,53.099,45.094,64.521,1.0,53.917,52.137,-1.539,0.737,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.538,0.603,0.229,0.794,1.0,79.424,53.798,68.886,79.085,67.412,50.424,65.0,52.755,0.0,0.0,43.927,46.4375,36.3,0.0,22.857,56.0,0.0,81.486,52.337,0.0,0.0,0.0,medium,0.367,0.367,0.0033
11,ドーンコーラス,8,差し,差し,0.0,0.0,10,7.0,45.0,11.905,45.0-82.0,0.75,42.216,52.286,55.0,25.508,42.886,69.202,42.982,37.135,52.365,-0.368,46.973,47.171,0.703,-0.326,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.248,0.263,0.329,0.7,1.0,70.032,24.796,45.998,68.385,56.681,39.451,65.0,50.625,0.0,0.0,51.602,43.7125,33.7,0.0,32.857,56.0,0.0,51.685,49.694,0.0,0.0,0.0,medium,0.367,0.367,0.0033
4,コンティオ,4,追込,追込,0.0,0.0,11,3.0,75.0,11.905,75.0-120.0,0.75,51.289,77.857,47.829,73.46,74.014,64.115,52.354,45.084,59.75,0.482,52.553,52.822,2.33,0.529,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.718,0.671,0.076,0.64,1.0,64.001,71.772,65.724,72.791,59.398,50.439,65.0,55.991,0.0,0.0,36.615,55.105000000000004,37.3,0.0,7.619,56.0,0.0,78.259,46.083,0.0,0.0,0.0,medium,0.367,0.367,0.0033
7,ルージュマローネ,6,逃げ,逃げ,11.181,11.181,1,5.22,0.19,11.81,0.0-8.0,0.75,40.039,52.857,50.0,41.238,39.493,48.105,40.0,39.381,47.631,-0.913,46.137,43.398,-2.599,-0.454,-0.675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.665,0.681,0.057,0.474,1.0,47.415,66.462,58.766,51.759,41.458,39.688,65.0,49.752,0.0,0.0,35.321,49.627500000000005,37.7,0.0,5.714,56.0,0.0,88.305,43.286,0.0,0.0,0.0,medium,0.734,0.734,0.0067
1,プリンセッサ,1,先行,先行,0.0,0.0,2,0.22,12.0,11.81,12.0-34.0,0.75,46.524,68.786,54.786,49.009,63.779,61.644,47.121,41.851,55.815,0.029,49.422,46.659,-2.769,0.049,-0.206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.64,0.631,0.044,0.605,1.0,60.543,63.957,61.938,64.869,55.927,49.08,65.0,52.285,0.0,0.0,38.014,54.12,37.1,0.0,4.396,56.0,0.0,74.396,44.219,0.0,0.0,0.0,medium,0.734,0.734,0.0067
2,コパノエビータ,2,先行,先行,0.0,0.0,3,1.0,12.0,11.81,12.0-34.0,0.75,36.367,37.857,55.0,25.607,21.964,54.001,40.0,39.381,47.777,-0.896,45.054,43.635,-0.549,-0.619,-0.641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.616,0.584,0.129,0.535,1.0,53.509,61.562,56.174,50.075,42.397,35.731,65.0,47.388,0.0,0.0,37.159,54.4525,36.3,0.0,12.857,56.0,0.0,91.535,45.473,0.0,0.0,0.0,medium,0.734,0.734,0.0067
3,ネクストダンサー,3,先行,先行,0.0,0.0,4,2.22,12.0,11.81,12.0-34.0,0.75,36.307,46.643,54.2,28.708,23.714,47.553,40.0,37.648,47.345,-0.946,43.216,41.401,-1.369,-0.901,-0.962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.732,0.695,0.143,0.481,1.0,48.117,73.174,59.875,42.527,39.862,38.165,65.0,47.954,0.0,0.0,36.386,48.972500000000004,37.5,0.0,14.286,56.0,0.0,73.073,42.357,0.0,0.0,0.0,medium,0.734,0.734,0.0067
5,ブラックルビー,5,先行,先行,0.0,0.0,5,4.22,12.0,11.81,12.0-34.0,0.75,46.839,72.714,58.771,29.109,54.186,62.653,47.218,40.99,58.121,0.295,48.687,47.878,-0.889,-0.063,-0.031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.784,0.708,0.0,0.631,1.0,63.079,78.397,67.344,48.724,56.076,57.929,65.0,55.737,0.0,0.0,43.027,48.5825,34.6,0.0,0.0,56.0,0.0,59.95,42.661,0.0,0.0,0.0,medium,0.734,0.734,0.0067
6,ユージュアーナ,6,先行,先行,0.0,0.0,6,5.0,12.0,11.81,12.0-34.0,0.75,50.351,64.429,48.0,70.625,77.336,70.08,52.603,42.412,59.65,0.471,52.007,50.68,0.289,0.445,0.372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.598,0.637,0.155,0.697,1.0,69.68,59.792,66.39,79.502,62.809,50.986,65.0,42.519,0.0,0.0,40.979,50.805,37.3,0.0,15.476,56.0,0.0,76.367,48.026,0.0,0.0,0.0,medium,0.734,0.734,0.0067
8,ニシノラヴァンダ,7,先行,先行,0.0,0.0,7,6.0,12.0,11.81,12.0-34.0,0.75,40.711,48.714,58.086,21.468,29.764,66.178,40.0,32.113,49.504,-0.697,41.463,40.616,-0.015,-1.0,-1.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.642,0.628,0.0,0.641,1.0,64.1,64.219,63.392,45.389,49.917,42.981,65.0,23.745,0.0,0.0,38.677,48.5325,35.0,0.0,0.0,56.0,0.0,67.642,38.409,0.0,0.0,0.0,medium,0.734,0.734,0.0067
10,ウインシャーガス,8,先行,先行,0.0,0.0,8,7.0,12.0,11.81,12.0-34.0,0.75,59.5,85.571,53.1,82.477,85.771,74.281,61.943,52.146,68.682,1.0,60.674,62.64,2.87,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.651,0.664,0.374,0.741,1.0,74.071,65.094,69.878,83.557,68.66,61.651,65.0,70.323,0.0,0.0,52.898,48.410000000000004,33.9,0.0,37.411,56.0,0.0,76.077,57.893,0.0,0.0,0.0,medium,0.734,0.734,0.0067
9,タマモカンパネラ,7,差し,差し,0.0,0.0,9,6.22,45.0,11.81,45.0-82.0,0.75,51.366,76.786,51.7,66.264,68.514,79.491,53.099,45.094,64.521,1.0,53.917,52.137,-1.539,0.737,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.538,0.603,0.229,0.794,1.0,79.424,53.798,68.886,79.085,67.412,50.424,65.0,52.755,0.0,0.0,43.927,46.4375,36.3,0.0,22.857,56.0,0.0,81.486,52.337,0.0,0.0,0.0,medium,0.734,0.734,0.0067
11,ドーンコーラス,8,差し,差し,0.0,0.0,10,7.0,45.0,11.81,45.0-82.0,0.75,42.216,52.286,55.0,25.508,42.886,69.202,42.982,37.135,52.365,-0.368,46.973,47.171,0.703,-0.326,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.248,0.263,0.329,0.7,1.0,70.032,24.796,45.998,68.385,56.681,39.451,65.0,50.625,0.0,0.0,51.602,43.7125,33.7,0.0,32.857,56.0,0.0,51.685,49.694,0.0,0.0,0.0,medium,0.734,0.734,0.0067
4,コンティオ,4,追込,追込,0.0,0.0,11,3.0,75.0,11.81,75.0-120.0,0.75,51.289,77.857,47.829,73.46,74.014,64.115,52.354,45.084,59.75,0.482,52.553,52.822,2.33,0.529,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.718,0.671,0.076,0.64,1.0,64.001,71.772,65.724,72.791,59.398,50.439,65.0,55.991,0.0,0.0,36.615,55.105000000000004,37.3,0.0,7.619,56.0,0.0,78.259,46.083,0.0,0.0,0.0,medium,0.734,0.734,0.0067
7,ルージュマローネ,6,逃げ,逃げ,16.772,16.772,1,5.22,0.285,11.715,0.0-8.0,0.75,40.039,52.857,50.0,41.238,39.493,48.105,40.0,39.381,47.631,-0.913,46.137,43.398,-2.599,-0.454,-0.675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.665,0.681,0.057,0.474,1.0,47.415,66.462,58.766,51.759,41.458,39.688,65.0,49.752,0.0,0.0,35.321,49.627500000000005,37.7,0.0,5.714,56.0,0.0,88.305,43.286,0.0,0.0,0.0,medium,1.1,1.1,0.01
1,プリンセッサ,1,先行,先行,5.057,5.057,2,0.22,12.0,11.715,12.0-34.0,0.75,46.524,68.786,54.786,49.009,63.779,61.644,47.121,41.851,55.815,0.029,49.422,46.659,-2.769,0.049,-0.206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.64,0.631,0.044,0.605,1.0,60.543,63.957,61.938,64.869,55.927,49.08,65.0,52.285,0.0,0.0,38.014,54.12,37.1,0.0,4.396,56.0,0.0,74.396,44.219,0.0,0.0,0.0,medium,1.1,1.1,0.01
2,コパノエビータ,2,先行,先行,5.057,5.057,3,1.0,12.0,11.715,12.0-34.0,0.75,36.367,37.857,55.0,25.607,21.964,54.001,40.0,39.381,47.777,-0.896,45.054,43.635,-0.549,-0.619,-0.641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.616,0.584,0.129,0.535,1.0,53.509,61.562,56.174,50.075,42.397,35.731,65.0,47.388,0.0,0.0,37.159,54.4525,36.3,0.0,12.857,56.0,0.0,91.535,45.473,0.0,0.0,0.0,medium,1.1,1.1,0.01
3,ネクストダンサー,3,先行,先行,5.057,5.057,4,2.22,12.0,11.715,12.0-34.0,0.75,36.307,46.643,54.2,28.708,23.714,47.553,40.0,37.648,47.345,-0.946,43.216,41.401,-1.369,-0.901,-0.962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.732,0.695,0.143,0.481,1.0,48.117,73.174,59.875,42.527,39.862,38.165,65.0,47.954,0.0,0.0,36.386,48.972500000000004,37.5,0.0,14.286,56.0,0.0,73.073,42.357,0.0,0.0,0.0,medium,1.1,1.1,0.01
5,ブラックルビー,5,先行,先行,5.057,5.057,5,4.22,12.0,11.715,12.0-34.0,0.75,46.839,72.714,58.771,29.109,54.186,62.653,47.218,40.99,58.121,0.295,48.687,47.878,-0.889,-0.063,-0.031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.784,0.708,0.0,0.631,1.0,63.079,78.397,67.344,48.724,56.076,57.929,65.0,55.737,0.0,0.0,43.027,48.5825,34.6,0.0,0.0,56.0,0.0,59.95,42.661,0.0,0.0,0.0,medium,1.1,1.1,0.01
6,ユージュアーナ,6,先行,先行,5.057,5.057,6,5.0,12.0,11.715,12.0-34.0,0.75,50.351,64.429,48.0,70.625,77.336,70.08,52.603,42.412,59.65,0.471,52.007,50.68,0.289,0.445,0.372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.598,0.637,0.155,0.697,1.0,69.68,59.792,66.39,79.502,62.809,50.986,65.0,42.519,0.0,0.0,40.979,50.805,37.3,0.0,15.476,56.0,0.0,76.367,48.026,0.0,0.0,0.0,medium,1.1,1.1,0.01
8,ニシノラヴァンダ,7,先行,先行,5.057,5.057,7,6.0,12.0,11.715,12.0-34.0,0.75,40.711,48.714,58.086,21.468,29.764,66.178,40.0,32.113,49.504,-0.697,41.463,40.616,-0.015,-1.0,-1.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.642,0.628,0.0,0.641,1.0,64.1,64.219,63.392,45.389,49.917,42.981,65.0,23.745,0.0,0.0,38.677,48.5325,35.0,0.0,0.0,56.0,0.0,67.642,38.409,0.0,0.0,0.0,medium,1.1,1.1,0.01
10,ウインシャーガス,8,先行,先行,5.057,5.057,8,7.0,12.0,11.715,12.0-34.0,0.75,59.5,85.571,53.1,82.477,85.771,74.281,61.943,52.146,68.682,1.0,60.674,62.64,2.87,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.651,0.664,0.374,0.741,1.0,74.071,65.094,69.878,83.557,68.66,61.651,65.0,70.323,0.0,0.0,52.898,48.410000000000004,33.9,0.0,37.411,56.0,0.0,76.077,57.893,0.0,0.0,0.0,medium,1.1,1.1,0.01
9,タマモカンパネラ,7,差し,差し,0.0,0.0,9,6.22,45.0,11.715,45.0-82.0,0.75,51.366,76.786,51.7,66.264,68.514,79.491,53.099,45.094,64.521,1.0,53.917,52.137,-1.539,0.737,0.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.538,0.603,0.229,0.794,1.0,79.424,53.798,68.886,79.085,67.412,50.424,65.0,52.755,0.0,0.0,43.927,46.4375,36.3,0.0,22.857,56.0,0.0,81.486,52.337,0.0,0.0,0.0,medium,1.1,1.1,0.01
11,ドーンコーラス,8,差し,差し,0.0,0.0,10,7.0,45.0,11.715,45.0-82.0,0.75,42.216,52.286,55.0,25.508,42.886,69.202,42.982,37.135,52.365,-0.368,46.973,47.171,0.703,-0.326,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.248,0.263,0.329,0.7,1.0,70.032,24.796,45.998,68.385,56.681,39.451,65.0,50.625,0.0,0.0,51.602,43.7125,33.7,0.0,32.857,56.0,0.0,51.685,49.694,0.0,0.0,0.0,medium,1.1,1.1,0.01
4,コンティオ,4,追込,追込,0.0,0.0,11,3.0,75.0,11.715,75.0-120.0,0.75,51.289,77.857,47.829,73.46,74.014,64.115,52.354,45.084,59.75,0.482,52.553,52.822,2.33,0.529,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.718,0.671,0.076,0.64,1.0,64.001,71.772,65.724,72.791,59.398,50.439,65.0,55.991,0.0,0.0,36.615,55.105000000000004,37.3,0.0,7.619,56.0,0.0,78.259,46.083,0.0,0.0,0.0,medium,1.1,1.1,0.01
7,ルージュマローネ,6,逃げ,逃げ,22.362,22.362,1,5.22,0.38,11.62,0.0-8.0,0.75,40.039,52.857,50.0,41.238,39.493,48.105,40.0,39.381,47.631,-0.913,46.137,43.398,-2.599,-0.454,-0.675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.665,0.681,0.057,0.474,1.0,47.415,66.462,58.766,51.759,41.458,39.688,65.0,49.752,0.0,0.0,35.321,49.627500000000005,37.7,0.0,5.714,56.0,0.0,88.305,43.286,0.0,0.0,0.0,medium,1.467,1.467,0.0134
1,プリンセッサ,1,先行,先行,10.742,10.742,2,0.22,12.0,11.62,12.0-34.0,0.75,46.524,68.786,54.786,49.009,63.779,61.644,47.121,41.851,55.815,0.029,49.422,46.659,-2.769,0.049,-0.206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.64,0.631,0.044,0.605,1.0,60.543,63.957,61.938,64.869,55.927,49.08,65.0,52.285,0.0,0.0,38.014,54.12,37.1,0.0,4.396,56.0,0.0,74.396,44.219,0.0,0.0,0.0,medium,1.467,1.467,0.0134
2,コパノエビータ,2,先行,先行,10.742,10.742,3,1.0,12.0,11.62,12.0-34.0,0.75,36.367,37.857,55.0,25.607,21.964,54.001,40.0,39.381,47.777,-0.896,45.054,43.635,-0.549,-0.619,-0.641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.616,0.584,0.129,0.535,1.0,53.509,61.562,56.174,50.075,42.397,35.731,65.0,47.388,0.0,0.0,37.159,54.4525,36.3,0.0,12.857,56.0,0.0,91.535,45.473,0.0,0.0,0.0,medium,1.467,1.467,0.0134
