horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
8,サンライズグラシア,8,逃げ,逃げ,0.0,0.0,1,7.0,0.0,12.0,0.0-8.0,0.75,43.773,42.286,51.086,60.943,72.643,60.495,46.846,44.013,59.698,0.346,49.785,48.926,-0.015,-0.401,-0.475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.76,0.771,0.0,0.606,1.0,60.63,76.008,69.677,62.835,57.519,56.784,65.0,62.902,0.0,0.0,39.487,46.2625,34.9,0.0,0.0,58.0,4.0,83.019,45.889,0.0,0.0,0.0,slow,0.0,0.0,0.0
2,ノンブルドール,2,先行,先行,0.0,0.0,2,1.0,12.0,12.0,12.0-34.0,0.75,49.814,77.571,42.057,74.902,77.029,60.771,52.062,45.397,59.061,0.229,53.557,53.197,-0.549,0.248,0.217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.503,0.541,0.449,0.61,1.0,61.002,50.344,57.232,73.044,57.064,52.094,65.0,72.83,0.0,0.0,53.57,47.3125,34.4,0.0,44.93,55.0,-2.0,47.526,54.475,0.0,0.0,0.0,slow,0.0,0.0,0.0
6,パイオニアスクエア,6,先行,先行,0.0,0.0,3,5.0,12.0,12.0,12.0-34.0,0.75,49.826,78.714,44.229,69.744,63.229,58.584,50.928,48.113,59.901,0.383,55.5,55.089,0.289,0.582,0.523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.759,0.734,0.185,0.589,1.0,58.922,75.905,66.887,66.288,53.359,55.296,65.0,72.101,0.0,0.0,46.199,48.8175,34.5,0.0,18.506,58.0,4.0,85.258,52.735,0.0,0.0,0.0,slow,0.0,0.0,0.0
5,ウィテカービート,5,差し,差し,0.0,0.0,4,4.22,45.0,12.0,45.0-82.0,0.75,43.803,41.714,48.0,54.443,60.393,61.942,46.057,36.99,52.116,-1.0,45.958,45.028,-0.889,-1.0,-1.105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.384,0.375,0.225,0.615,1.0,61.493,38.356,48.293,67.847,53.763,43.941,65.0,54.444,0.0,0.0,47.617,45.427499999999995,34.3,0.0,22.5,58.0,4.0,25.759,42.932,0.0,0.0,0.0,slow,0.0,0.0,0.0
7,ゼンノインヴォーク,7,差し,差し,0.0,0.0,5,6.22,45.0,12.0,45.0-82.0,0.75,53.946,68.643,48.0,72.906,84.807,65.866,56.473,44.454,58.783,0.178,54.811,54.072,-2.599,0.463,0.358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.285,0.247,0.818,0.661,1.0,66.102,28.536,43.325,79.661,62.66,47.068,65.0,73.848,0.0,0.0,62.649,48.8575,34.5,0.0,81.786,58.0,4.0,14.713,58.671,0.0,0.0,0.0,slow,0.0,0.0,0.0
1,ダノンアトラス,1,追込,追込,0.0,0.0,6,0.22,75.0,12.0,75.0-120.0,0.75,50.933,65.286,48.0,65.985,76.75,60.024,53.038,42.961,55.022,-0.512,52.433,51.714,-2.769,0.055,-0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.285,0.276,0.782,0.589,1.0,58.931,28.451,41.676,71.591,56.198,45.096,65.0,74.043,0.0,0.0,61.846,44.5775,34.5,0.0,78.214,58.0,4.0,5.853,55.364,0.0,0.0,0.0,slow,0.0,0.0,0.0
3,デルシエロ,3,追込,追込,0.0,0.0,7,2.22,75.0,12.0,75.0-120.0,0.75,43.144,54.071,48.0,52.245,55.486,59.369,44.845,37.599,51.933,-1.0,45.063,44.653,-1.369,-1.0,-1.166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.309,0.295,0.357,0.596,1.0,59.599,30.931,43.046,67.898,52.162,40.257,65.0,68.152,0.0,0.0,50.512,50.06,34.3,0.0,35.668,58.0,4.0,0.888,43.012,0.0,0.0,0.0,slow,0.0,0.0,0.0
4,サヴォアフェール,4,追込,追込,0.0,0.0,8,3.0,75.0,12.0,75.0-120.0,0.75,61.529,82.258,64.726,81.266,85.887,67.697,62.979,51.524,65.986,1.0,59.815,62.185,2.33,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.403,0.418,0.738,0.672,1.0,67.241,40.341,53.255,81.532,67.003,52.208,65.0,88.264,0.0,0.0,56.338,56.00882352941177,33.9,0.0,73.835,55.0,-2.0,22.302,58.735,0.0,0.0,0.0,slow,0.0,0.0,0.0
8,サンライズグラシア,8,逃げ,逃げ,6.625,6.625,1,7.0,0.064,11.936,0.0-8.0,0.75,43.773,42.286,51.086,60.943,72.643,60.495,46.846,44.013,59.698,0.346,49.785,48.926,-0.015,-0.401,-0.475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.76,0.771,0.0,0.606,1.0,60.63,76.008,69.677,62.835,57.519,56.784,65.0,62.902,0.0,0.0,39.487,46.2625,34.9,0.0,0.0,58.0,4.0,83.019,45.889,0.0,0.0,0.0,slow,0.432,0.432,0.0033
2,ノンブルドール,2,先行,先行,0.0,0.0,2,1.0,12.0,11.936,12.0-34.0,0.75,49.814,77.571,42.057,74.902,77.029,60.771,52.062,45.397,59.061,0.229,53.557,53.197,-0.549,0.248,0.217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.503,0.541,0.449,0.61,1.0,61.002,50.344,57.232,73.044,57.064,52.094,65.0,72.83,0.0,0.0,53.57,47.3125,34.4,0.0,44.93,55.0,-2.0,47.526,54.475,0.0,0.0,0.0,slow,0.432,0.432,0.0033
6,パイオニアスクエア,6,先行,先行,0.0,0.0,3,5.0,12.0,11.936,12.0-34.0,0.75,49.826,78.714,44.229,69.744,63.229,58.584,50.928,48.113,59.901,0.383,55.5,55.089,0.289,0.582,0.523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.759,0.734,0.185,0.589,1.0,58.922,75.905,66.887,66.288,53.359,55.296,65.0,72.101,0.0,0.0,46.199,48.8175,34.5,0.0,18.506,58.0,4.0,85.258,52.735,0.0,0.0,0.0,slow,0.432,0.432,0.0033
5,ウィテカービート,5,差し,差し,0.0,0.0,4,4.22,45.0,11.936,45.0-82.0,0.75,43.803,41.714,48.0,54.443,60.393,61.942,46.057,36.99,52.116,-1.0,45.958,45.028,-0.889,-1.0,-1.105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.384,0.375,0.225,0.615,1.0,61.493,38.356,48.293,67.847,53.763,43.941,65.0,54.444,0.0,0.0,47.617,45.427499999999995,34.3,0.0,22.5,58.0,4.0,25.759,42.932,0.0,0.0,0.0,slow,0.432,0.432,0.0033
7,ゼンノインヴォーク,7,差し,差し,0.0,0.0,5,6.22,45.0,11.936,45.0-82.0,0.75,53.946,68.643,48.0,72.906,84.807,65.866,56.473,44.454,58.783,0.178,54.811,54.072,-2.599,0.463,0.358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.285,0.247,0.818,0.661,1.0,66.102,28.536,43.325,79.661,62.66,47.068,65.0,73.848,0.0,0.0,62.649,48.8575,34.5,0.0,81.786,58.0,4.0,14.713,58.671,0.0,0.0,0.0,slow,0.432,0.432,0.0033
1,ダノンアトラス,1,追込,追込,0.0,0.0,6,0.22,75.0,11.936,75.0-120.0,0.75,50.933,65.286,48.0,65.985,76.75,60.024,53.038,42.961,55.022,-0.512,52.433,51.714,-2.769,0.055,-0.023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.285,0.276,0.782,0.589,1.0,58.931,28.451,41.676,71.591,56.198,45.096,65.0,74.043,0.0,0.0,61.846,44.5775,34.5,0.0,78.214,58.0,4.0,5.853,55.364,0.0,0.0,0.0,slow,0.432,0.432,0.0033
3,デルシエロ,3,追込,追込,0.0,0.0,7,2.22,75.0,11.936,75.0-120.0,0.75,43.144,54.071,48.0,52.245,55.486,59.369,44.845,37.599,51.933,-1.0,45.063,44.653,-1.369,-1.0,-1.166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.309,0.295,0.357,0.596,1.0,59.599,30.931,43.046,67.898,52.162,40.257,65.0,68.152,0.0,0.0,50.512,50.06,34.3,0.0,35.668,58.0,4.0,0.888,43.012,0.0,0.0,0.0,slow,0.432,0.432,0.0033
