horse_name,horse_number,section_index,distance_m,current_speed,elapsed_time,position_m,actual_running_style
ダノンデサイル,1,0,100,24.024158129089468,4.162476764541262,100.0,先行
ダノンデサイル,1,1,200,24.024158129089468,8.324953529082524,200.0,先行
ダノンデサイル,1,2,300,24.024158129089468,12.487430293623786,300.0,先行
ダノンデサイル,1,3,400,24.024158129089468,16.64990705816505,400.0,先行
ダノンデサイル,1,4,500,24.024158129089468,20.81238382270631,500.0,先行
ダノンデサイル,1,5,600,24.024158129089468,24.97486058724757,600.0,先行
ダノンデサイル,1,6,700,24.024158129089468,29.13733735178883,700.0,先行
ダノンデサイル,1,7,800,24.024158129089468,33.29981411633009,800.0,先行
ダノンデサイル,1,8,900,24.024158129089468,37.46229088087135,900.0,先行
ダノンデサイル,1,9,1000,24.024158129089468,41.62476764541261,1000.0,先行
ダノンデサイル,1,10,1100,23.37735387176783,45.90241175126529,1100.0,先行
ダノンデサイル,1,11,1200,22.964001838671738,50.25705345102332,1200.0,先行
ダノンデサイル,1,12,1300,22.964001838671738,54.611695150781344,1300.0,先行
ダノンデサイル,1,13,1400,21.30794401376752,59.304780505960984,1400.0,先行
ダノンデサイル,1,14,1500,21.30794401376752,63.997865861140625,1500.0,先行
ダノンデサイル,1,15,1600,21.116172517643612,68.73357257676085,1600.0,先行
ダノンデサイル,1,16,1700,23.488834838130504,72.99091444531814,1700.0,先行
ダノンデサイル,1,17,1800,23.273560384420552,77.28763563228962,1800.0,先行
ダノンデサイル,1,18,1900,23.058285930710596,81.62447143615192,1900.0,先行
ダノンデサイル,1,19,2000,22.843011477000644,86.00217794392496,2000.0,先行
ダノンデサイル,1,20,2100,22.62773702329069,90.42153282227936,2100.0,先行
ダノンデサイル,1,21,2200,22.412462569580736,94.88333614663716,2200.0,先行
ミュージアムマイル,2,0,100,23.657691522305864,4.226955106998251,100.0,先行
ミュージアムマイル,2,1,200,23.657691522305864,8.453910213996503,200.0,先行
ミュージアムマイル,2,2,300,23.657691522305864,12.680865320994755,300.0,先行
ミュージアムマイル,2,3,400,23.657691522305864,16.907820427993006,400.0,先行
ミュージアムマイル,2,4,500,23.657691522305864,21.134775534991256,500.0,先行
ミュージアムマイル,2,5,600,23.657691522305864,25.361730641989507,600.0,先行
ミュージアムマイル,2,6,700,23.657691522305864,29.588685748987757,700.0,先行
ミュージアムマイル,2,7,800,23.657691522305864,33.81564085598601,800.0,先行
ミュージアムマイル,2,8,900,23.657691522305864,38.042595962984265,900.0,先行
ミュージアムマイル,2,9,1000,23.657691522305864,42.26955106998252,1000.0,先行
ミュージアムマイル,2,10,1100,23.0207536736284,46.613457504051865,1100.0,先行
ミュージアムマイル,2,11,1200,22.613706948554416,51.035554253934464,1200.0,先行
ミュージアムマイル,2,12,1300,22.613706948554416,55.45765100381706,1300.0,先行
ミュージアムマイル,2,13,1400,20.98291077437982,60.22343402959727,1400.0,先行
ミュージアムマイル,2,14,1500,20.98291077437982,64.98921705537748,1500.0,先行
ミュージアムマイル,2,15,1600,20.794064577410403,69.7982816626229,1600.0,先行
ミュージアムマイル,2,16,1700,24.139468254580557,73.94087498511767,1700.0,先行
ミュージアムマイル,2,17,1800,23.91823076548562,78.12178623145876,1800.0,先行
ミュージアムマイル,2,18,1900,23.69699327639069,82.34173088155198,1900.0,先行
ミュージアムマイル,2,19,2000,23.475755787295753,86.6014446435309,2000.0,先行
ミュージアムマイル,2,20,2100,23.25451829820082,90.90168422354132,2100.0,先行
ミュージアムマイル,2,21,2200,23.033280809105886,95.24322813249529,2200.0,先行
クロワデュノール,3,0,100,24.223815556994484,4.128168816539952,100.0,先行
クロワデュノール,3,1,200,24.223815556994484,8.256337633079903,200.0,先行
クロワデュノール,3,2,300,24.223815556994484,12.384506449619856,300.0,先行
